Name,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,Phone,Email,Address,Has_4_Wheeler,Highest_Time_Spent_Website,Highest_Time_Spent
Carl Mcdonald,35,management,single,tertiary,no,1045,yes,no,21,may,61,1,-1,0,unknown,no,6515319202,bradleydixon@example.org,"58625 Williams Lakes
Kyleland, CO 75651",False,capitalone.com/auto-loans,81
Gregory Durham,39,blue-collar,married,secondary,yes,-931,yes,no,28,may,92,5,-1,0,unknown,no,6037731821,brianjones@example.org,"0750 Kline Port
Andrewburgh, AR 25161",False,capitalone.com/auto-loans,81
Alexander Bryant,60,management,married,primary,no,703,yes,no,14,may,378,1,-1,0,unknown,no,6364312108,vargasanthony@example.net,"824 Hernandez Village Apt. 501
Hooverchester, VT 27974",False,capitalone.com/auto-loans,81
Shannon Johnson,35,admin.,married,primary,no,136,yes,no,7,may,283,1,-1,0,unknown,no,5962276739,maciasamanda@example.net,"3379 Price Causeway Apt. 954
Heathstad, OH 39555",False,capitalone.com/auto-loans,81
Kimberly Ramsey,35,management,single,tertiary,no,561,yes,no,12,may,405,3,-1,0,unknown,no,2057401445,zluna@example.net,"USNV Hinton
FPO AP 78293",False,capitalone.com/auto-loans,81
Vernon Cantrell,50,management,married,tertiary,no,0,yes,no,6,jun,243,7,-1,0,unknown,no,9097495917,ryan14@example.org,"147 John Estate Suite 214
Charlesmouth, VT 72890",False,capitalone.com/auto-loans,81
Stacey Harris,47,blue-collar,married,secondary,no,5306,yes,no,15,may,322,1,-1,0,unknown,no,7046488793,timothy40@example.net,"1760 Foster Mountains
Chelseyfort, NE 77887",False,capitalone.com/auto-loans,81
Amanda James,44,services,married,secondary,no,-75,yes,no,26,may,104,1,-1,0,unknown,no,3398750835,vterrell@example.net,"65872 Wallace Square
Yvettemouth, IA 38300",False,capitalone.com/auto-loans,81
Robert Duran,47,management,divorced,tertiary,no,17964,yes,no,3,jun,165,2,-1,0,unknown,no,9966399745,monique22@example.com,"0010 Leonard Gateway
Christineville, PW 33319",False,capitalone.com/auto-loans,80
Jeffrey Harrison,58,housemaid,married,primary,no,935,yes,no,6,jun,272,2,-1,0,unknown,no,8207719667,meyersmichael@example.com,"74060 Cory Rapids Apt. 705
Angelamouth, NC 71589",False,capitalone.com/auto-loans,80
Kyle Melton,56,blue-collar,married,primary,no,197,no,no,9,jun,258,2,-1,0,unknown,no,8224971968,aaroncastro@example.net,"938 Christian Row
North Jason, VA 74918",False,capitalone.com/auto-loans,80
Valerie Fox,32,unemployed,married,primary,no,324,yes,no,12,may,577,1,-1,0,unknown,no,8682862829,lbrown@example.org,"91437 Kathleen Place Suite 370
Triciastad, HI 62728",False,capitalone.com/auto-loans,80
James Fry,33,management,married,unknown,no,18347,yes,no,23,may,415,1,-1,0,unknown,no,3213301898,lisa81@example.org,"USCGC Blankenship
FPO AE 59908",False,capitalone.com/auto-loans,80
Tyrone Long,30,self-employed,single,secondary,no,4011,yes,no,20,may,62,1,-1,0,unknown,no,9452100320,ecoleman@example.net,"7140 Gary Club
Port Jennifer, MT 45796",False,capitalone.com/auto-loans,80
Mrs. Samantha Turner,28,technician,single,secondary,no,280,yes,no,14,may,142,3,-1,0,unknown,no,6552594146,lbarrera@example.org,"16200 Ramirez Lock
Jordanmouth, RI 19038",False,capitalone.com/auto-loans,80
Andrew Moore,36,blue-collar,married,secondary,no,0,no,no,5,jun,174,1,-1,0,unknown,no,4136893786,simpsonmorgan@example.com,"396 Greene Green
Lake Benjamin, MT 24405",False,capitalone.com/auto-loans,79
Eric Thompson,41,admin.,married,secondary,no,-111,yes,no,30,may,84,3,-1,0,unknown,no,3663683939,amyhorton@example.net,"343 Sue Union
Jacksonmouth, DC 37255",False,capitalone.com/auto-loans,79
Heather Beard,23,technician,single,secondary,no,158,yes,no,13,may,139,1,-1,0,unknown,no,4439485505,swatson@example.net,"USS Frederick
FPO AA 48693",False,capitalone.com/auto-loans,79
Heather Scott,59,technician,married,secondary,no,371,yes,no,12,may,832,3,-1,0,unknown,no,4202956095,chadjarvis@example.net,"746 Terry Wells
Carrollfort, MO 21975",False,capitalone.com/auto-loans,79
Juan Jones,35,technician,married,secondary,no,51,yes,no,14,may,824,2,-1,0,unknown,no,8267268234,stacyvelez@example.com,"4497 Michele Garden
Harristown, AS 88445",False,capitalone.com/auto-loans,79
Joshua Morgan,36,blue-collar,married,secondary,no,722,yes,no,13,may,816,3,-1,0,unknown,no,5745928296,linda54@example.org,"8441 Melinda Rapids
New Jason, VT 85565",False,capitalone.com/auto-loans,79
Joshua Johnson,60,blue-collar,divorced,primary,no,7601,yes,no,8,may,285,1,-1,0,unknown,no,3677317218,michaeloliver@example.com,"3284 Matthew Hill Apt. 574
Michaelhaven, HI 65017",False,capitalone.com/auto-loans,79
Suzanne Johnson,61,housemaid,married,unknown,no,0,no,no,5,jun,118,1,-1,0,unknown,no,9599556234,barajascory@example.org,"0834 Brittany Inlet
North Josephberg, MS 91569",False,capitalone.com/auto-loans,79
Paige Molina,32,blue-collar,married,primary,no,415,yes,no,2,jun,777,4,-1,0,unknown,yes,3758969077,kristanavarro@example.com,"080 Megan Mount Suite 561
North Sarahborough, TX 73604",False,capitalone.com/auto-loans,79
Tamara Page,36,blue-collar,married,secondary,no,688,yes,no,6,may,174,2,-1,0,unknown,no,8238319510,paulhunt@example.net,"8593 Perez Parkway
Nicholsview, MT 07889",False,capitalone.com/auto-loans,78
Nicole Bennett,38,self-employed,married,unknown,no,10855,no,no,5,jun,57,2,-1,0,unknown,no,8995616321,stephenbarnes@example.org,"13019 Miranda Court
Jenniferstad, NJ 60247",False,capitalone.com/auto-loans,78
Benjamin Robinson,23,services,single,secondary,no,496,yes,no,15,may,430,2,-1,0,unknown,no,3153090360,barrarthur@example.com,"4605 Megan Mountains
Lake Melissa, NJ 85960",False,capitalone.com/auto-loans,78
Eric Pugh,38,blue-collar,married,primary,no,2407,yes,no,19,may,218,1,-1,0,unknown,no,9464951820,kimberlyhood@example.com,"7334 Holmes Fort
East Donna, AK 51692",False,capitalone.com/auto-loans,78
Brian Woods,53,housemaid,single,tertiary,no,3275,no,no,6,jun,527,2,-1,0,unknown,no,8233026777,burnstonya@example.com,"0662 Joshua Groves
New Cody, FL 08087",False,capitalone.com/auto-loans,78
Anita Johnson,48,management,divorced,tertiary,no,-244,yes,no,5,may,253,1,-1,0,unknown,no,5006646096,romeroryan@example.org,"USS Ballard
FPO AA 77215",False,capitalone.com/auto-loans,78
Miranda Greene,33,blue-collar,single,secondary,no,231,yes,no,2,jun,466,1,-1,0,unknown,no,7048565371,ericksonheather@example.org,"PSC 1400, Box 8896
APO AE 12045",False,capitalone.com/auto-loans,78
William Strong,35,admin.,single,secondary,no,2452,yes,no,5,jun,91,2,-1,0,unknown,no,7702246470,laura69@example.org,"29192 Karen Ford
Hernandezborough, WY 44410",False,capitalone.com/auto-loans,78
Bryan Diaz,41,retired,divorced,primary,no,-233,yes,no,15,may,1156,2,-1,0,unknown,yes,3448660110,rmejia@example.com,"926 David Port
Garrettview, MH 23002",False,capitalone.com/auto-loans,78
Lynn Arias,49,blue-collar,married,unknown,no,403,yes,no,5,may,241,2,-1,0,unknown,no,2329352616,upaul@example.net,"567 Fry Field Suite 225
North Georgestad, MA 43251",False,capitalone.com/auto-loans,78
Kaitlyn Rivera,51,management,married,tertiary,no,1212,yes,no,13,may,184,1,-1,0,unknown,no,9576242804,adam70@example.com,"3855 Amanda Trace Suite 712
East Stephanie, PR 01735",False,capitalone.com/auto-loans,78
Kirsten Mcintyre,49,blue-collar,married,secondary,no,579,yes,no,28,may,396,1,-1,0,unknown,no,7696264065,richard79@example.com,"6809 Phillips Bridge Apt. 512
New Jordanfurt, TN 64343",False,capitalone.com/auto-loans,78
Phillip Atkinson DVM,38,technician,single,secondary,no,-143,yes,no,30,may,428,7,-1,0,unknown,no,9775220543,sarajackson@example.net,"494 Orozco Mountains Suite 486
Smithhaven, MS 51941",False,capitalone.com/auto-loans,78
Anna Reed,33,blue-collar,married,secondary,no,-53,yes,no,20,may,172,1,-1,0,unknown,no,2657198130,laurencole@example.net,"8907 Brandi Harbors Apt. 482
Frankburgh, ID 94068",False,capitalone.com/auto-loans,77
Joshua Garcia,27,services,married,secondary,no,-1202,yes,no,4,jun,749,2,-1,0,unknown,no,4247015049,melissahenderson@example.com,"003 Callahan Village Suite 056
Kimberlyfurt, NJ 36874",False,capitalone.com/auto-loans,77
Matthew Alvarez,55,technician,married,secondary,no,517,yes,yes,19,may,61,4,-1,0,unknown,no,2613437785,philip79@example.org,"9177 Beard Mountains Suite 096
West Valerietown, LA 96841",False,capitalone.com/auto-loans,77
Taylor Kennedy,39,entrepreneur,married,secondary,no,0,yes,no,15,may,171,10,-1,0,unknown,no,4597540339,nicholas39@example.net,"49090 Young Summit
Bentonville, TN 46736",False,capitalone.com/auto-loans,77
Debra Johnson,31,technician,single,secondary,no,1,yes,no,20,may,71,3,-1,0,unknown,no,7982352090,johnsonjulia@example.com,"430 Sheila Mountain
East Joseph, FM 05334",False,capitalone.com/auto-loans,77
Scott Young,53,blue-collar,divorced,primary,no,4222,no,no,9,jun,112,1,-1,0,unknown,no,9635047665,callahanmichael@example.org,"6233 Lawson Forges
Greenefort, KS 46662",False,capitalone.com/auto-loans,77
Jonathan Clark,31,management,married,tertiary,no,1260,no,yes,21,may,93,1,-1,0,unknown,no,2352236404,carolyngray@example.net,"593 Hines Plains Suite 778
Lake Michaelview, GA 33674",False,capitalone.com/auto-loans,77
Felicia Peterson,32,technician,married,secondary,no,90,yes,yes,6,may,57,2,-1,0,unknown,no,9306159991,vmartin@example.com,"3898 Rivera Stream Apt. 831
Port Joshuastad, LA 11589",False,capitalone.com/auto-loans,77
Molly Russell,46,blue-collar,married,secondary,no,1728,yes,no,26,may,50,2,-1,0,unknown,no,4606420434,carrierowe@example.org,"8564 Lauren Underpass Suite 304
Williamsport, ID 26973",False,capitalone.com/auto-loans,77
Larry Gilbert,37,blue-collar,married,primary,no,1455,yes,no,21,may,165,2,-1,0,unknown,no,6957021201,deanna39@example.net,"5857 Thomas Highway Apt. 325
Jasonchester, DC 15952",False,capitalone.com/auto-loans,76
Mindy Martinez,34,blue-collar,married,secondary,no,1831,yes,no,20,may,203,2,-1,0,unknown,no,9669074256,jkoch@example.net,"224 Liu Mission
Wilsonview, PR 49011",False,capitalone.com/auto-loans,76
John Cummings,34,management,single,tertiary,no,673,yes,yes,20,may,120,1,-1,0,unknown,no,9645265286,valdezrussell@example.com,"55200 Carter Vista
Reginaville, NM 19804",False,capitalone.com/auto-loans,76
Thomas Diaz,38,entrepreneur,married,secondary,no,3249,yes,no,2,jun,384,1,-1,0,unknown,no,2674015238,christylewis@example.net,"141 Stacey Land
Lake Josephport, LA 96213",False,capitalone.com/auto-loans,76
Jamie Larson,53,services,divorced,secondary,no,1467,yes,no,5,may,124,1,-1,0,unknown,no,9639343948,cpowers@example.net,"2164 Moss Wells
Jonesmouth, MT 60697",False,capitalone.com/auto-loans,76
William Johnson,51,technician,single,tertiary,no,11222,yes,no,3,jun,151,7,-1,0,unknown,no,9444827710,kolson@example.net,"1297 Anderson Stravenue Suite 094
Toddville, TX 16495",False,capitalone.com/auto-loans,76
Mark Knox,29,entrepreneur,married,secondary,no,291,yes,no,2,jun,205,3,-1,0,unknown,no,5082058067,calvinhaney@example.net,"Unit 5472 Box 7273
DPO AP 72140",False,capitalone.com/auto-loans,76
Tracy Olson,44,blue-collar,married,primary,no,3753,yes,no,28,may,122,4,-1,0,unknown,no,5465793059,michaelgarcia@example.com,"2008 Baldwin Cape Suite 765
East Jessicaside, MS 78788",False,capitalone.com/auto-loans,76
Christina Mitchell,43,blue-collar,married,primary,no,1401,yes,no,12,may,195,2,-1,0,unknown,no,7566653942,tho@example.net,"6258 Daniels Avenue
West Johnborough, WV 40798",False,capitalone.com/auto-loans,76
Michael Phillips,46,blue-collar,married,primary,no,684,yes,no,29,may,414,2,-1,0,unknown,no,2169023774,nnash@example.org,"32010 Vaughn Trafficway
Greenton, PR 09986",False,capitalone.com/auto-loans,76
Jasmin Kerr,50,management,divorced,tertiary,no,704,yes,no,8,may,233,2,-1,0,unknown,no,6006864496,brooke39@example.org,"2819 Benjamin Springs
Wrightside, AL 29596",False,capitalone.com/auto-loans,76
Ethan Moore,37,blue-collar,single,secondary,no,2032,yes,no,21,may,158,2,-1,0,unknown,no,2466447020,iperez@example.net,"05903 Michael Trail
Brianshire, CA 36726",False,capitalone.com/auto-loans,76
Mary Alexander DDS,30,admin.,married,secondary,no,67,yes,no,16,may,149,1,-1,0,unknown,no,2276463831,rogerskimberly@example.org,"87138 Angela Unions Apt. 147
Erikborough, GU 65029",False,capitalone.com/auto-loans,76
Angela Jones,46,services,married,secondary,no,4780,yes,no,2,jun,105,3,-1,0,unknown,no,6069908267,jamiesanchez@example.org,"73367 Steven Circle Apt. 894
Lake James, NM 13444",False,capitalone.com/auto-loans,76
Maria Logan,46,services,married,secondary,no,2215,no,no,6,jun,222,2,-1,0,unknown,no,2074358336,rmiller@example.com,"132 Marissa Run Suite 419
Gailberg, AS 62209",False,capitalone.com/auto-loans,75
Daniel Holden,33,services,married,secondary,no,34,yes,yes,3,jun,161,1,-1,0,unknown,no,9739875272,sandersronald@example.net,"36561 Smith Loop Suite 014
Lake Martinmouth, IL 84642",False,capitalone.com/auto-loans,75
Nicholas Anderson,51,services,married,secondary,no,-467,no,no,9,jun,216,5,-1,0,unknown,no,9069536381,ellisjessica@example.org,"2980 Garrett Walk Apt. 376
South Anthony, MS 91875",False,capitalone.com/auto-loans,75
Andre Smith,54,technician,divorced,secondary,no,7449,yes,no,19,may,235,7,-1,0,unknown,no,4707939778,jeffreylee@example.org,"43182 Diana Falls Apt. 263
Brookestad, PW 81132",False,capitalone.com/auto-loans,75
Sean Brown,39,admin.,single,secondary,no,113,yes,no,6,may,342,1,-1,0,unknown,no,4182563558,arroyojustin@example.com,"361 Cole View Apt. 242
New Mary, FL 73964",False,capitalone.com/auto-loans,75
Crystal Estrada,29,services,married,primary,no,711,yes,no,3,jun,136,4,-1,0,unknown,no,7224012247,katherinemurphy@example.org,"9901 Monique Summit
Lake Ruthstad, ME 81464",False,capitalone.com/auto-loans,75
Lisa Rodriguez,52,admin.,married,secondary,no,1004,yes,no,9,jun,144,1,-1,0,unknown,no,7713270953,wwilliams@example.com,"2702 Nichols Divide
South Jennifer, MH 93543",False,capitalone.com/auto-loans,75
Anthony White,31,technician,single,tertiary,no,491,yes,no,8,may,237,1,-1,0,unknown,no,7997555732,clarkepatrick@example.org,"8229 Jackson Trail Suite 086
Johnport, KS 25448",False,capitalone.com/auto-loans,75
Alexander Walton,30,services,single,secondary,no,1649,yes,no,23,may,206,1,-1,0,unknown,no,2139455047,xmcdowell@example.com,"1180 Lopez Spur
East Angela, MA 98571",False,capitalone.com/auto-loans,75
Charles Herring,31,blue-collar,married,secondary,no,873,yes,no,23,may,145,4,-1,0,unknown,no,5997317953,tnichols@example.org,"PSC 2244, Box 2805
APO AP 27464",False,capitalone.com/auto-loans,75
Joshua Collins,25,services,married,secondary,no,-454,yes,no,12,may,24,1,-1,0,unknown,no,6635273587,silvarobert@example.com,"078 Stacey Creek
North Melissafort, OR 08346",False,capitalone.com/auto-loans,75
Catherine Becker,31,blue-collar,married,primary,no,490,yes,no,29,may,180,2,-1,0,unknown,no,6226880423,amarquez@example.org,"6882 Galloway Radial Suite 222
Martinezview, OK 22374",False,capitalone.com/auto-loans,75
Michael Cruz,28,blue-collar,single,secondary,no,43,no,no,19,may,190,1,-1,0,unknown,no,3578308128,lauren64@example.net,"664 Alexander Knoll Suite 987
East Ryan, IA 10796",False,capitalone.com/auto-loans,75
Jennifer Williams,46,blue-collar,married,secondary,no,84,yes,no,15,may,49,1,-1,0,unknown,no,8243370142,reynoldsmichael@example.com,"59981 Jennifer Turnpike
Gilesside, UT 89822",False,capitalone.com/auto-loans,74
Shane Myers,59,blue-collar,married,secondary,no,0,yes,no,20,may,217,4,-1,0,unknown,no,7658360162,pricedavid@example.org,"0555 Morris Underpass Suite 339
West Victoriachester, LA 77204",False,capitalone.com/auto-loans,74
Frank Hall,56,housemaid,divorced,secondary,no,0,no,no,15,may,103,1,-1,0,unknown,no,3387587974,njacobs@example.net,"6480 Doyle Summit
West Christopher, VA 79330",False,capitalone.com/auto-loans,74
Susan Oliver,40,admin.,single,secondary,no,-227,yes,no,7,may,161,3,-1,0,unknown,no,6095230947,danielle59@example.net,"666 Holly Rue
Hicksfort, CA 77324",False,capitalone.com/auto-loans,73
Nicole Young,45,blue-collar,married,secondary,no,771,yes,no,19,may,221,2,-1,0,unknown,no,3038559151,dayolivia@example.com,"423 White Locks Apt. 895
New Angela, FL 68828",False,capitalone.com/auto-loans,73
Dean Leon,59,retired,divorced,tertiary,no,4,yes,no,2,jun,517,2,-1,0,unknown,no,6772522071,snelson@example.org,"Unit 3948 Box 3226
DPO AE 63946",False,capitalone.com/auto-loans,73
Sue Hahn,27,management,married,secondary,no,-41,yes,no,16,may,24,1,-1,0,unknown,no,8107977420,ricardo24@example.net,"73476 Robert Hollow Apt. 572
New Hollyberg, MD 63176",False,capitalone.com/auto-loans,73
Jose Guerrero,30,blue-collar,single,secondary,no,4648,yes,no,20,may,37,1,-1,0,unknown,no,4416545490,vincentwood@example.net,"96958 Cisneros Corner Apt. 243
North Lindatown, DE 43606",False,capitalone.com/auto-loans,73
Terri Bass,40,blue-collar,married,secondary,no,193,yes,yes,26,may,258,1,-1,0,unknown,no,4998743057,obenjamin@example.net,"5372 Sophia Plain
Adamshaven, SC 93946",False,capitalone.com/auto-loans,73
Laura Woods,55,technician,married,unknown,no,84,yes,no,8,may,166,1,-1,0,unknown,no,9457596528,orose@example.com,"6071 Barker Village
Johnsonchester, RI 29750",False,capitalone.com/auto-loans,73
Adam Lowe DDS,35,technician,divorced,secondary,no,-94,yes,no,26,may,114,2,-1,0,unknown,no,4859307853,natalie04@example.com,"660 Tara Island
Lindaberg, NH 05633",False,capitalone.com/auto-loans,73
William Bailey,31,services,married,secondary,no,-68,yes,no,26,may,293,4,-1,0,unknown,no,9037998533,enoble@example.org,"641 Emma Summit Suite 469
New Kenneth, NC 50465",False,capitalone.com/auto-loans,73
Tina Castillo,59,housemaid,divorced,unknown,no,873,yes,no,7,may,152,3,-1,0,unknown,no,4515257610,whogan@example.com,"619 Fernandez Trail
New Tinaburgh, WA 68034",False,capitalone.com/auto-loans,73
Diana Cole,37,technician,married,secondary,no,277,yes,no,9,may,251,2,-1,0,unknown,no,8372210816,melissathomas@example.org,"PSC 1448, Box 9047
APO AA 73460",False,capitalone.com/auto-loans,72
Nicole Morales,31,blue-collar,married,primary,no,-464,yes,yes,12,may,256,4,-1,0,unknown,no,8169812665,marksmaria@example.org,"101 Ryan Pine
West Kathryn, AL 90244",False,capitalone.com/auto-loans,72
Tanner Swanson,31,blue-collar,married,secondary,no,43,yes,no,19,may,405,3,-1,0,unknown,no,9565367587,roberthernandez@example.com,"75160 Reginald Pike Suite 637
Lake Walterside, AR 97168",False,capitalone.com/auto-loans,71
Mrs. Vicki Crawford,53,services,married,unknown,no,18,no,no,5,may,503,2,-1,0,unknown,no,7683342187,rhonda21@example.org,"5314 Hendricks Plain
East Melaniebury, OR 11502",False,capitalone.com/auto-loans,71
Justin Wilson,53,technician,divorced,tertiary,no,647,yes,no,16,may,512,6,-1,0,unknown,no,6784410517,juliamarsh@example.org,"77009 Randy Spring
Port Dianaville, IL 80242",False,capitalone.com/auto-loans,71
Philip Allen,56,admin.,married,secondary,no,2087,yes,no,12,may,146,1,-1,0,unknown,no,5399138460,lisa58@example.net,"97087 Villa Extension
Katiestad, NC 36831",False,capitalone.com/auto-loans,71
Pamela Mills,56,technician,married,primary,no,314,yes,yes,5,jun,75,1,-1,0,unknown,no,5664093301,mramos@example.org,"1757 Wong Lights Apt. 232
Lake Karenchester, CO 12095",False,capitalone.com/auto-loans,71
Monique Park,41,technician,single,secondary,no,568,yes,no,30,may,72,2,-1,0,unknown,no,5506872985,salazarsamantha@example.net,"503 Fields Ports Suite 736
Jamesshire, WV 51266",False,capitalone.com/auto-loans,71
Antonio Flores,33,admin.,single,secondary,no,673,yes,no,14,may,199,2,-1,0,unknown,no,6768247067,kendra28@example.org,"USNS Holt
FPO AP 23600",False,capitalone.com/auto-loans,71
Emily Phillips,22,admin.,married,secondary,no,967,yes,no,4,jun,525,1,-1,0,unknown,no,4252541409,walterpowell@example.org,"05253 Jorge Track Apt. 144
Weisshaven, OR 03044",False,capitalone.com/auto-loans,71
Sharon Wilson,34,technician,single,secondary,no,-329,yes,no,27,may,280,1,-1,0,unknown,no,9529157703,samantha66@example.com,"56614 Elliott Track Suite 245
Lindsayfort, MD 50795",False,capitalone.com/auto-loans,71
Kelly Salazar,40,technician,married,secondary,no,93,yes,no,13,may,134,2,-1,0,unknown,no,7785536992,obradshaw@example.com,"Unit 0885 Box 0361
DPO AP 34370",False,capitalone.com/auto-loans,71
Cheryl Jones,50,management,divorced,tertiary,no,5164,yes,no,2,jun,146,4,-1,0,unknown,no,9833383018,saundersmaureen@example.com,"4533 West Path Apt. 801
Brownburgh, ME 29656",False,capitalone.com/auto-loans,70
Marcus Ross,44,management,divorced,tertiary,no,5773,no,no,23,may,597,6,-1,0,unknown,yes,2882900667,millergreg@example.com,"PSC 9567, Box 2770
APO AE 80218",False,capitalone.com/auto-loans,70
Laura Ellis,26,technician,single,secondary,no,24299,yes,no,13,may,704,1,-1,0,unknown,no,2272039712,fhowell@example.com,"23154 Lloyd Junction
Danamouth, NM 05560",False,capitalone.com/auto-loans,70
Rachel Joseph,25,blue-collar,married,primary,yes,-589,yes,no,3,jun,233,1,-1,0,unknown,no,9443489460,taylordavid@example.net,"631 Jimenez Valley
West Dianaland, IL 87876",False,capitalone.com/auto-loans,70
Steven Riddle,52,technician,married,tertiary,no,1405,yes,yes,30,may,255,1,-1,0,unknown,no,9288965657,ellisandrew@example.net,"54406 Joseph Stream Suite 990
Stevensside, IL 86183",False,capitalone.com/auto-loans,69
Hannah Romero,31,technician,single,tertiary,no,1887,no,yes,21,may,389,1,-1,0,unknown,no,9807507182,scott14@example.org,"505 Tracey Mountain Suite 625
Johnbury, MN 89654",False,capitalone.com/auto-loans,69
Tyrone Glass,42,blue-collar,married,secondary,no,1307,yes,no,30,may,135,3,-1,0,unknown,no,9014921328,johnsmall@example.com,"962 Black Divide Suite 560
Port Jasonchester, UT 98179",False,capitalone.com/auto-loans,69
Jenny Swanson,53,management,married,secondary,yes,-689,yes,no,13,may,242,1,-1,0,unknown,no,4463211434,fmccarthy@example.com,"5467 Mcclain Bypass Apt. 924
Rosariochester, VT 70921",False,capitalone.com/auto-loans,69
Jennifer Diaz,51,blue-collar,married,unknown,no,1883,yes,no,5,may,57,1,-1,0,unknown,no,8808532984,nzamora@example.org,"9539 Cesar Trail
Crosbyfurt, CT 99144",False,capitalone.com/auto-loans,69
Colin Gomez,45,admin.,married,secondary,no,-173,yes,no,27,may,315,2,-1,0,unknown,no,6315106492,saramercado@example.net,"042 Lauren Creek Apt. 562
North Tonya, PW 89775",False,capitalone.com/auto-loans,69
Noah Robinson,41,blue-collar,married,secondary,no,-256,yes,no,3,jun,147,2,-1,0,unknown,no,4503392046,jbryant@example.org,"87479 Rachel Court Suite 404
East Jocelyn, GU 10909",False,capitalone.com/auto-loans,69
Brandon Murray III,46,technician,divorced,tertiary,no,405,yes,no,15,may,231,1,-1,0,unknown,no,3987936838,keithsavage@example.org,"33286 Rose Field Suite 201
West Donald, OH 37879",False,capitalone.com/auto-loans,69
William Shea,39,blue-collar,divorced,primary,yes,-294,yes,no,5,jun,181,2,-1,0,unknown,no,6098150230,vjohnson@example.org,"555 Robinson Circle
Port Joseborough, SD 45187",False,capitalone.com/auto-loans,69
Gabriela Bishop,45,blue-collar,married,primary,no,1227,no,no,5,jun,127,3,-1,0,unknown,no,2213806173,troyhicks@example.org,"60592 Perkins Corner
Armstrongview, AZ 98747",False,capitalone.com/auto-loans,69
Dr. Anne Lawrence,49,blue-collar,married,primary,no,327,yes,no,16,may,138,2,-1,0,unknown,no,8426366482,williamsonmark@example.org,"2901 Lee Flat
South Douglas, CT 43525",False,capitalone.com/auto-loans,68
Catherine King,33,technician,divorced,secondary,no,7,yes,yes,6,may,87,1,-1,0,unknown,no,3948159105,jacksondiana@example.com,"833 Kayla Estates
Myersberg, MO 34707",False,capitalone.com/auto-loans,68
Edward Baker,40,blue-collar,married,primary,no,4436,yes,no,13,may,67,2,-1,0,unknown,no,2668583179,amyhoward@example.org,"13276 William Gardens Apt. 187
Berryshire, WA 33901",False,capitalone.com/auto-loans,68
Micheal Mann,35,blue-collar,single,primary,no,227,no,yes,5,jun,414,1,-1,0,unknown,no,2032487601,beardmichael@example.com,"71143 Evans Trail Suite 996
Jesseview, CT 08014",False,capitalone.com/auto-loans,68
Melissa Ponce,33,management,married,tertiary,no,148,no,no,20,may,717,1,-1,0,unknown,no,6569164088,patrickfernandez@example.org,"227 Lee Terrace Apt. 239
North Rickyfort, FM 05872",False,capitalone.com/auto-loans,68
Christine Holmes,37,self-employed,married,tertiary,no,0,no,no,6,jun,143,1,-1,0,unknown,no,4844938525,pattoncarol@example.net,"1694 Reese Coves
West James, SD 11221",False,capitalone.com/auto-loans,67
Michael Matthews,44,housemaid,married,secondary,no,281,yes,no,8,may,604,1,-1,0,unknown,no,5973993626,kevinwoods@example.org,"69023 Martin Square
East Kyle, HI 58910",False,capitalone.com/auto-loans,67
Taylor Green,56,admin.,divorced,secondary,no,778,yes,no,6,may,149,2,-1,0,unknown,no,7879361891,timothy20@example.net,"Unit 0119 Box 9770
DPO AE 91820",False,capitalone.com/auto-loans,67
Heather Bentley,36,entrepreneur,divorced,tertiary,no,914,no,no,6,jun,219,1,-1,0,unknown,no,7092932234,louismullen@example.org,"038 Gray Lodge Apt. 834
South Ian, MN 32525",False,capitalone.com/auto-loans,67
Tiffany Hartman,55,admin.,married,secondary,no,1102,yes,no,15,may,126,2,-1,0,unknown,no,6763251057,kathleencollins@example.org,"2916 Debra Summit
Port Derek, MT 50018",False,capitalone.com/auto-loans,67
Kristen Ewing,40,blue-collar,married,primary,no,-66,yes,no,6,may,288,1,-1,0,unknown,no,5802260644,david32@example.net,"9716 Logan Prairie
South Christopherland, AL 47546",False,capitalone.com/auto-loans,67
Eric Porter,27,admin.,married,secondary,no,186,yes,no,27,may,136,2,-1,0,unknown,no,5072685294,martinezalexandra@example.org,"87418 Gonzalez Ranch
East Richardberg, ND 46257",False,capitalone.com/auto-loans,67
Brian Alexander,34,services,married,primary,no,1042,yes,no,20,may,167,1,-1,0,unknown,no,7617777513,jpearson@example.com,"167 Gregory Way Suite 333
Gonzaleztown, AK 26369",False,capitalone.com/auto-loans,66
Sheila Williams,32,technician,single,secondary,no,258,no,no,3,jun,114,3,-1,0,unknown,no,8178531766,kempjonathan@example.com,"2644 Wright Parks Apt. 636
Jamiemouth, MN 29522",False,capitalone.com/auto-loans,66
Michael Mendoza,25,technician,single,secondary,no,2,yes,yes,16,may,304,2,-1,0,unknown,no,9946943709,margaretkemp@example.net,"4962 Wells Knoll Apt. 755
Barnettport, WY 36854",False,capitalone.com/auto-loans,66
Robert Mullen,31,admin.,married,primary,no,355,yes,yes,4,jun,61,6,-1,0,unknown,no,2085434053,adamgarcia@example.net,"418 James Land Apt. 653
Roberttown, SD 74122",False,capitalone.com/auto-loans,66
Kaitlin Mcdonald,30,entrepreneur,married,secondary,no,2551,yes,no,5,jun,142,2,-1,0,unknown,no,2963170291,pthomas@example.com,"55489 Dylan Way
Lake Andrewfurt, DC 47163",False,capitalone.com/auto-loans,65
